amount_input_wfs,amount_output_wfs,N_basis_vecs_amp,N_basis_vecs_phase,mismatch,minimum_spacing,computation time
60,500,55,55,4.5506200048128774e-06,0.005,0.0009383225440979004
60,500,50,55,4.551397658247858e-06,0.003,0.000800480842590332
60,500,50,55,4.551397658247858e-06,0.005,0.0008001923561096191
60,500,45,55,4.555079634754877e-06,0.005,0.0007695198059082031
60,500,45,55,4.555079634754877e-06,0.003,0.0007662796974182129
60,500,40,55,4.557729305847414e-06,0.005,0.0007495403289794922
60,500,40,55,4.557729305847414e-06,0.003,0.0007319760322570801
60,500,35,55,4.573712606849023e-06,0.003,0.0007857179641723633
60,500,35,55,4.573712606849023e-06,0.005,0.0008684825897216796
60,500,30,55,4.59047771195098e-06,0.003,0.0006308865547180176
60,500,30,55,4.59047771195098e-06,0.005,0.0006504368782043457
60,500,25,55,4.747299082081824e-06,0.005,0.0007031106948852539
60,500,25,55,4.747299082081824e-06,0.003,0.000686192512512207
60,500,55,30,4.808088107608466e-06,0.003,0.0007477641105651855
60,500,55,30,4.808088107608466e-06,0.005,0.0006520724296569824
60,500,50,30,4.808919076488838e-06,0.005,0.0007556962966918945
60,500,50,30,4.808919076488838e-06,0.003,0.0007599472999572753
60,500,45,30,4.812333278623182e-06,0.005,0.0006815385818481445
60,500,45,30,4.812333278623182e-06,0.003,0.00080397367477417
60,500,40,30,4.812719480331573e-06,0.005,0.0005257010459899902
60,500,40,30,4.812719480331573e-06,0.003,0.0006109976768493652
60,500,35,30,4.8258312537652335e-06,0.005,0.0006085491180419922
60,500,35,30,4.8258312537652335e-06,0.003,0.0005918383598327637
60,500,30,30,4.842169795579165e-06,0.005,0.0006283116340637207
60,500,30,30,4.842169795579165e-06,0.003,0.0005730056762695313
60,500,25,30,4.99309998399089e-06,0.003,0.0004896593093872071
60,500,25,30,4.99309998399089e-06,0.005,0.0004591059684753418
60,500,55,25,6.678317050325955e-06,0.003,0.0006750082969665527
60,500,55,25,6.678317050325955e-06,0.005,0.0007131481170654297
60,500,50,25,6.679155597056896e-06,0.005,0.000735933780670166
60,500,50,25,6.679155597056896e-06,0.003,0.000693676471710205
60,500,45,25,6.682532948660835e-06,0.005,0.0005871152877807617
60,500,45,25,6.682532948660835e-06,0.003,0.0007022881507873535
60,500,40,25,6.682803270751103e-06,0.005,0.0006145882606506348
60,500,40,25,6.682803270751103e-06,0.003,0.0006386923789978027
60,500,35,25,6.695683424826626e-06,0.005,0.0005380940437316894
60,500,35,25,6.695683424826626e-06,0.003,0.0005792498588562012
60,500,30,25,6.7119463533438225e-06,0.005,0.0005892038345336914
60,500,30,25,6.7119463533438225e-06,0.003,0.0004913806915283203
60,500,25,25,6.859690282113861e-06,0.003,0.0004387927055358887
60,500,25,25,6.859690282113861e-06,0.005,0.00046430110931396486
